✅ Sinabs loaded successfully
🧹 Wiping all previous session artifacts from the cluster node...
✅ Node disk and OS memory caches cleared cleanly.
🚀 Baseline Training started on node301 at Tue Jun 30 14:38:17 CEST 2026
📦 Dataset initialized with 200 fully uniform, padded samples.
📊 Dataset splits mapped cleanly -> Train: 140 | Val: 30 | Test: 30
🚀 TRAINING START: Silicon-Native 9-Core SNN
   ⏳ [TRAIN HEARTBEAT] Epoch 05 | Progress: 21.4% (15/70) | Batch Loss: 0.6896 | Job Runtime: 179.0m
   ⏳ [TRAIN HEARTBEAT] Epoch 05 | Progress: 27.1% (19/70) | Batch Loss: 0.6963 | Job Runtime: 181.4m
   ⏳ [TRAIN HEARTBEAT] Epoch 05 | Progress: 32.9% (23/70) | Batch Loss: 0.6907 | Job Runtime: 183.8m
   ⏳ [TRAIN HEARTBEAT] Epoch 05 | Progress: 38.6% (27/70) | Batch Loss: 0.6931 | Job Runtime: 186.2m
   ⏳ [TRAIN HEARTBEAT] Epoch 05 | Progress: 44.3% (31/70) | Batch Loss: 0.6943 | Job Runtime: 188.6m
   ⏳ [TRAIN HEARTBEAT] Epoch 05 | Progress: 50.0% (35/70) | Batch Loss: 0.6933 | Job Runtime: 191.0m
   ⏳ [TRAIN HEARTBEAT] Epoch 05 | Progress: 55.7% (39/70) | Batch Loss: 0.6935 | Job Runtime: 193.4m
   ⏳ [TRAIN HEARTBEAT] Epoch 05 | Progress: 61.4% (43/70) | Batch Loss: 0.6933 | Job Runtime: 195.8m
   ⏳ [TRAIN HEARTBEAT] Epoch 05 | Progress: 67.1% (47/70) | Batch Loss: 0.7023 | Job Runtime: 198.2m
   ⏳ [TRAIN HEARTBEAT] Epoch 05 | Progress: 72.9% (51/70) | Batch Loss: 0.6941 | Job Runtime: 200.5m
   ⏳ [TRAIN HEARTBEAT] Epoch 05 | Progress: 78.6% (55/70) | Batch Loss: 0.6932 | Job Runtime: 202.9m
   ⏳ [TRAIN HEARTBEAT] Epoch 05 | Progress: 84.3% (59/70) | Batch Loss: 0.6948 | Job Runtime: 205.3m
   ⏳ [TRAIN HEARTBEAT] Epoch 05 | Progress: 90.0% (63/70) | Batch Loss: 0.6909 | Job Runtime: 207.7m
   ⏳ [TRAIN HEARTBEAT] Epoch 05 | Progress: 95.7% (67/70) | Batch Loss: 0.6941 | Job Runtime: 210.1m
   ⏳ [VAL HEARTBEAT] Epoch 05 | Val Progress: 40.0% (6/15) | Job Runtime: 212.1m
⏱️ Epoch 05/50 | Avg Train Loss: 0.6931 | Val Acc: 56.67% | Best: 63.33% | Epoch Time: 2544.7s
   ⏳ [TRAIN HEARTBEAT] Epoch 06 | Progress: 4.3% (3/70) | Batch Loss: 0.6990 | Job Runtime: 214.2m
   ⏳ [TRAIN HEARTBEAT] Epoch 06 | Progress: 10.0% (7/70) | Batch Loss: 0.7078 | Job Runtime: 216.6m
   ⏳ [TRAIN HEARTBEAT] Epoch 06 | Progress: 15.7% (11/70) | Batch Loss: 0.7498 | Job Runtime: 219.0m
   ⏳ [TRAIN HEARTBEAT] Epoch 06 | Progress: 21.4% (15/70) | Batch Loss: 0.6939 | Job Runtime: 221.4m
   ⏳ [TRAIN HEARTBEAT] Epoch 06 | Progress: 27.1% (19/70) | Batch Loss: 0.6945 | Job Runtime: 223.8m
   ⏳ [TRAIN HEARTBEAT] Epoch 06 | Progress: 32.9% (23/70) | Batch Loss: 0.6937 | Job Runtime: 226.2m
   ⏳ [TRAIN HEARTBEAT] Epoch 06 | Progress: 38.6% (27/70) | Batch Loss: 0.6937 | Job Runtime: 228.6m
   ⏳ [TRAIN HEARTBEAT] Epoch 06 | Progress: 44.3% (31/70) | Batch Loss: 0.6933 | Job Runtime: 231.0m
   ⏳ [TRAIN HEARTBEAT] Epoch 06 | Progress: 50.0% (35/70) | Batch Loss: 0.6930 | Job Runtime: 233.4m
   ⏳ [TRAIN HEARTBEAT] Epoch 06 | Progress: 55.7% (39/70) | Batch Loss: 0.6911 | Job Runtime: 235.8m
   ⏳ [TRAIN HEARTBEAT] Epoch 06 | Progress: 61.4% (43/70) | Batch Loss: 0.6930 | Job Runtime: 238.2m
   ⏳ [TRAIN HEARTBEAT] Epoch 06 | Progress: 67.1% (47/70) | Batch Loss: 0.6933 | Job Runtime: 240.6m
   ⏳ [TRAIN HEARTBEAT] Epoch 06 | Progress: 72.9% (51/70) | Batch Loss: 0.6926 | Job Runtime: 243.0m
   ⏳ [TRAIN HEARTBEAT] Epoch 06 | Progress: 78.6% (55/70) | Batch Loss: 0.6937 | Job Runtime: 245.4m
   ⏳ [TRAIN HEARTBEAT] Epoch 06 | Progress: 84.3% (59/70) | Batch Loss: 0.6935 | Job Runtime: 247.7m
   ⏳ [TRAIN HEARTBEAT] Epoch 06 | Progress: 90.0% (63/70) | Batch Loss: 0.6930 | Job Runtime: 250.1m
   ⏳ [TRAIN HEARTBEAT] Epoch 06 | Progress: 95.7% (67/70) | Batch Loss: 0.6901 | Job Runtime: 252.5m
   ⏳ [VAL HEARTBEAT] Epoch 06 | Val Progress: 40.0% (6/15) | Job Runtime: 254.5m
⏱️ Epoch 06/50 | Avg Train Loss: 0.6963 | Val Acc: 40.00% | Best: 63.33% | Epoch Time: 2545.0s
   ⏳ [TRAIN HEARTBEAT] Epoch 07 | Progress: 4.3% (3/70) | Batch Loss: 0.6931 | Job Runtime: 256.7m
   ⏳ [TRAIN HEARTBEAT] Epoch 07 | Progress: 10.0% (7/70) | Batch Loss: 0.6924 | Job Runtime: 259.1m
   ⏳ [TRAIN HEARTBEAT] Epoch 07 | Progress: 15.7% (11/70) | Batch Loss: 0.6930 | Job Runtime: 261.4m
   ⏳ [TRAIN HEARTBEAT] Epoch 07 | Progress: 21.4% (15/70) | Batch Loss: 0.6933 | Job Runtime: 263.8m
   ⏳ [TRAIN HEARTBEAT] Epoch 07 | Progress: 27.1% (19/70) | Batch Loss: 0.6931 | Job Runtime: 266.2m
   ⏳ [TRAIN HEARTBEAT] Epoch 07 | Progress: 32.9% (23/70) | Batch Loss: 0.6933 | Job Runtime: 268.6m
   ⏳ [TRAIN HEARTBEAT] Epoch 07 | Progress: 38.6% (27/70) | Batch Loss: 0.6928 | Job Runtime: 271.0m
   ⏳ [TRAIN HEARTBEAT] Epoch 07 | Progress: 44.3% (31/70) | Batch Loss: 0.6935 | Job Runtime: 273.4m
   ⏳ [TRAIN HEARTBEAT] Epoch 07 | Progress: 50.0% (35/70) | Batch Loss: 0.6930 | Job Runtime: 275.8m
   ⏳ [TRAIN HEARTBEAT] Epoch 07 | Progress: 55.7% (39/70) | Batch Loss: 0.6950 | Job Runtime: 278.2m
   ⏳ [TRAIN HEARTBEAT] Epoch 07 | Progress: 61.4% (43/70) | Batch Loss: 0.6920 | Job Runtime: 280.6m
   ⏳ [TRAIN HEARTBEAT] Epoch 07 | Progress: 67.1% (47/70) | Batch Loss: 0.6952 | Job Runtime: 283.0m
   ⏳ [TRAIN HEARTBEAT] Epoch 07 | Progress: 72.9% (51/70) | Batch Loss: 0.6937 | Job Runtime: 285.4m
   ⏳ [TRAIN HEARTBEAT] Epoch 07 | Progress: 78.6% (55/70) | Batch Loss: 0.6933 | Job Runtime: 287.8m
   ⏳ [TRAIN HEARTBEAT] Epoch 07 | Progress: 84.3% (59/70) | Batch Loss: 0.6935 | Job Runtime: 290.2m
   ⏳ [TRAIN HEARTBEAT] Epoch 07 | Progress: 90.0% (63/70) | Batch Loss: 0.6935 | Job Runtime: 292.6m
   ⏳ [TRAIN HEARTBEAT] Epoch 07 | Progress: 95.7% (67/70) | Batch Loss: 0.6935 | Job Runtime: 294.9m
   ⏳ [VAL HEARTBEAT] Epoch 07 | Val Progress: 40.0% (6/15) | Job Runtime: 297.0m
⏱️ Epoch 07/50 | Avg Train Loss: 0.6931 | Val Acc: 46.67% | Best: 63.33% | Epoch Time: 2544.7s
   ⏳ [TRAIN HEARTBEAT] Epoch 08 | Progress: 4.3% (3/70) | Batch Loss: 0.6913 | Job Runtime: 299.1m
   ⏳ [TRAIN HEARTBEAT] Epoch 08 | Progress: 10.0% (7/70) | Batch Loss: 0.6935 | Job Runtime: 301.5m
   ⏳ [TRAIN HEARTBEAT] Epoch 08 | Progress: 15.7% (11/70) | Batch Loss: 0.6941 | Job Runtime: 303.9m
   ⏳ [TRAIN HEARTBEAT] Epoch 08 | Progress: 21.4% (15/70) | Batch Loss: 0.6901 | Job Runtime: 306.2m
   ⏳ [TRAIN HEARTBEAT] Epoch 08 | Progress: 27.1% (19/70) | Batch Loss: 0.6920 | Job Runtime: 308.6m
   ⏳ [TRAIN HEARTBEAT] Epoch 08 | Progress: 32.9% (23/70) | Batch Loss: 0.6948 | Job Runtime: 311.0m
   ⏳ [TRAIN HEARTBEAT] Epoch 08 | Progress: 38.6% (27/70) | Batch Loss: 0.6939 | Job Runtime: 313.4m
   ⏳ [TRAIN HEARTBEAT] Epoch 08 | Progress: 44.3% (31/70) | Batch Loss: 0.6939 | Job Runtime: 315.8m
   ⏳ [TRAIN HEARTBEAT] Epoch 08 | Progress: 50.0% (35/70) | Batch Loss: 0.6943 | Job Runtime: 318.2m
   ⏳ [TRAIN HEARTBEAT] Epoch 08 | Progress: 55.7% (39/70) | Batch Loss: 0.6930 | Job Runtime: 320.6m
   ⏳ [TRAIN HEARTBEAT] Epoch 08 | Progress: 61.4% (43/70) | Batch Loss: 0.6933 | Job Runtime: 323.0m
   ⏳ [TRAIN HEARTBEAT] Epoch 08 | Progress: 67.1% (47/70) | Batch Loss: 0.6930 | Job Runtime: 325.4m
   ⏳ [TRAIN HEARTBEAT] Epoch 08 | Progress: 72.9% (51/70) | Batch Loss: 0.6916 | Job Runtime: 327.8m
   ⏳ [TRAIN HEARTBEAT] Epoch 08 | Progress: 78.6% (55/70) | Batch Loss: 0.6952 | Job Runtime: 330.2m
   ⏳ [TRAIN HEARTBEAT] Epoch 08 | Progress: 84.3% (59/70) | Batch Loss: 0.6928 | Job Runtime: 332.6m
   ⏳ [TRAIN HEARTBEAT] Epoch 08 | Progress: 90.0% (63/70) | Batch Loss: 0.6920 | Job Runtime: 335.0m
   ⏳ [TRAIN HEARTBEAT] Epoch 08 | Progress: 95.7% (67/70) | Batch Loss: 0.6935 | Job Runtime: 337.3m
   ⏳ [VAL HEARTBEAT] Epoch 08 | Val Progress: 40.0% (6/15) | Job Runtime: 339.4m
⏱️ Epoch 08/50 | Avg Train Loss: 0.6930 | Val Acc: 40.00% | Best: 63.33% | Epoch Time: 2543.7s
   ⏳ [TRAIN HEARTBEAT] Epoch 09 | Progress: 4.3% (3/70) | Batch Loss: 0.6943 | Job Runtime: 341.5m
   ⏳ [TRAIN HEARTBEAT] Epoch 09 | Progress: 10.0% (7/70) | Batch Loss: 0.6943 | Job Runtime: 343.9m
   ⏳ [TRAIN HEARTBEAT] Epoch 09 | Progress: 15.7% (11/70) | Batch Loss: 0.6933 | Job Runtime: 346.3m
   ⏳ [TRAIN HEARTBEAT] Epoch 09 | Progress: 21.4% (15/70) | Batch Loss: 0.6928 | Job Runtime: 348.6m
   ⏳ [TRAIN HEARTBEAT] Epoch 09 | Progress: 27.1% (19/70) | Batch Loss: 0.6930 | Job Runtime: 351.0m
   ⏳ [TRAIN HEARTBEAT] Epoch 09 | Progress: 32.9% (23/70) | Batch Loss: 0.6916 | Job Runtime: 353.4m
   ⏳ [TRAIN HEARTBEAT] Epoch 09 | Progress: 38.6% (27/70) | Batch Loss: 0.6928 | Job Runtime: 355.8m
   ⏳ [TRAIN HEARTBEAT] Epoch 09 | Progress: 44.3% (31/70) | Batch Loss: 0.6960 | Job Runtime: 358.2m
   ⏳ [TRAIN HEARTBEAT] Epoch 09 | Progress: 50.0% (35/70) | Batch Loss: 0.6928 | Job Runtime: 360.6m
   ⏳ [TRAIN HEARTBEAT] Epoch 09 | Progress: 55.7% (39/70) | Batch Loss: 0.6909 | Job Runtime: 363.0m
   ⏳ [TRAIN HEARTBEAT] Epoch 09 | Progress: 61.4% (43/70) | Batch Loss: 0.6928 | Job Runtime: 365.4m
   ⏳ [TRAIN HEARTBEAT] Epoch 09 | Progress: 67.1% (47/70) | Batch Loss: 0.6896 | Job Runtime: 367.8m
   ⏳ [TRAIN HEARTBEAT] Epoch 09 | Progress: 72.9% (51/70) | Batch Loss: 0.6924 | Job Runtime: 370.2m
   ⏳ [TRAIN HEARTBEAT] Epoch 09 | Progress: 78.6% (55/70) | Batch Loss: 0.6937 | Job Runtime: 372.6m
   ⏳ [TRAIN HEARTBEAT] Epoch 09 | Progress: 84.3% (59/70) | Batch Loss: 0.7015 | Job Runtime: 375.0m
   ⏳ [TRAIN HEARTBEAT] Epoch 09 | Progress: 90.0% (63/70) | Batch Loss: 0.6928 | Job Runtime: 377.4m
   ⏳ [TRAIN HEARTBEAT] Epoch 09 | Progress: 95.7% (67/70) | Batch Loss: 0.6933 | Job Runtime: 379.7m
   ⏳ [VAL HEARTBEAT] Epoch 09 | Val Progress: 40.0% (6/15) | Job Runtime: 381.8m
⏱️ Epoch 09/50 | Avg Train Loss: 0.6931 | Val Acc: 40.00% | Best: 63.33% | Epoch Time: 2544.0s
   ⏳ [TRAIN HEARTBEAT] Epoch 10 | Progress: 4.3% (3/70) | Batch Loss: 0.6939 | Job Runtime: 383.9m
   ⏳ [TRAIN HEARTBEAT] Epoch 10 | Progress: 10.0% (7/70) | Batch Loss: 0.6930 | Job Runtime: 386.3m
   ⏳ [TRAIN HEARTBEAT] Epoch 10 | Progress: 15.7% (11/70) | Batch Loss: 0.6930 | Job Runtime: 388.7m
   ⏳ [TRAIN HEARTBEAT] Epoch 10 | Progress: 21.4% (15/70) | Batch Loss: 0.6918 | Job Runtime: 391.0m
   ⏳ [TRAIN HEARTBEAT] Epoch 10 | Progress: 27.1% (19/70) | Batch Loss: 0.6933 | Job Runtime: 393.4m
   ⏳ [TRAIN HEARTBEAT] Epoch 10 | Progress: 32.9% (23/70) | Batch Loss: 0.6935 | Job Runtime: 395.8m
   ⏳ [TRAIN HEARTBEAT] Epoch 10 | Progress: 38.6% (27/70) | Batch Loss: 0.6909 | Job Runtime: 398.2m
   ⏳ [TRAIN HEARTBEAT] Epoch 10 | Progress: 44.3% (31/70) | Batch Loss: 0.6939 | Job Runtime: 400.6m
